,link,title,content,location,loc,point,latitude,longitude,jalan,kec,kabkot,prov,date,day,month,time,age,truck,car,motorcycle,bicycle,train,bus,die,injured
2687,https://radarmadiun.jawapos.com/laka-ayah-anak-tewas-di-jalan-tol-radar-madiun,"Laka, Ayah-Anak Tewas di Jalan Tol ÃÂÃÂ¢ÃÂÃÂÃÂÃÂ Radar Madiun","NGAWI , Jawa Pos Radar Ngawi Kecelakaan tunggal terjadi di jalan tol Ngawi-Solo Km 555/800 B masuk Desa Pengkol , Kecamatan Mantingan , sekitar pukul 15.00 Senin ( 10/8 ) . Sebuah mobil Daihatsu pikap menabrak pembatas saluran air setelah mengalami pecah ban . Dua orang tewas dalam insiden tersebut . Kanit Laka Lantas Polres Ngawi Ipda Sulanjar Tri Setiawan menjelaskan , kecelakaan bermula saat pikap nopol B 9760 BAS yang dikemudikan Masyuri , 35 , warga Kosambi , Jakarta Barat , melaju dari arah timur . Saat itu , Masyuri berkendara bersama istri dan seorang anaknya yang berusia 11 tahun . Sesampainya di tempat kejadian perkara ( TKP ) , mobil mengalami pecah ban bagian kanan . Akibatnya , kendaraan bermuatan sembako itu oleng ke kiri sebelum akhirnya menghantam pembatas saluran air . Kemudian , terpental ke kanan dan baru berhenti di bahu jalan . Kecepatan kendaraan kurang lebih 100 kilometer per jam , ujarnya . Akibat kejadian tersebut , Masyuri tewas seketika dengan luka di bagian kepala . Sedangkan Bella , anaknya , mengembuskan napas terakhir dalam perjalanan ke rumah sakit . Istrinya juga mengalami luka di kepala dan saat ini menjalani perawatan di rumah sakit , pungkasnya .",jalan tol ngawi-solo km 555/800 b desa pengkol kecamatan mantingan,,,,,,,,,2020-08-10,Monday,August,sore,[35],0,1,0,0,0,0,2,0
1271,https://radartulungagung.jawapos.com/read/2020/08/11/208508/berboncengan-tiga-pelajar-hantam-jembatan,"Berboncengan Tiga, Pelajar Hantam Jembatan
1 Tewas, 2 Luka Ringan","SUMBERGEMPOL , Radar Tulungagung Para orang tua harus benar-benar memperhatikan perilaku anaknya . Khususnya membiarkan bocah belum cukup umur mengendarai sepeda motor . Jangan sampai peristiwa laka tunggal yang melibatkan sepeda motor yang dikendarai tiga bocah di sisi selatan Jembatan Ngujang 2 sekitar pukul 14.30 kemarin ( 10/8 ) . Akibatnya satu bocah berinisila RDA , asal Desa Serut , Kecamatan Boyolangu tewas di tempat karena luka parah di bagian kepala . Informasi yang dihimpun Koran ini , dari selatan melaju sepeda motor Honda Beat Nopol AG 5951 RBR yang dikendarai FOS , bocah asal Desa Serut , Kecamatan Boyolangu . Dia membonceng SAM , dan RDA yang notabene teman sedesanya . Saat hendak memasuki jembatan dan posisi jalan menikung , FOS yang berada di paling depan tidak mampu menguasai kendaraannya karena melaju dengan kecepatan tinggi . Akibatnya sepeda motor matik merah itu oleng ke barat dan menghantam tepi jembatan . Ketiganya langsung tersungkur dan mengakibatkan satu bocah , RDA meninggal di tempat kejadian . Kanit Laka Lantas Iptu Diyon Fitrianto saat dikonfirmasi membenarkan peristiwa tersebut . Menurut dia , penyebab kecelakaan itu diduga karena bocah tersebut tidak bisa mengendalikan laju kendaraan . Mereka melajur dari selatan dan hendak menuju arah Desa Pucung Lor , katanya . Dari tiga itu , satu penumpang ( tengah ) berinisial RDA tewas di perjalanan menuju RSUD dr Iskak Tulungagung . Itu karena mengalami luka parah di kepala dan sempat tidak sadarkan diri usai kecelakaan . Sedangkan FOS mengalami luka babras pada kaki dan dikepala sedangkan SAM mengalami luka ringan dan sempat duduk menolong temannya usai kecelakaan . Ketiganya diketahui tidak pakai helm . `` Kendaraan yang dikendarai rusak parah pada body depan , '' terangnya . Saat ini , penyelidikan atas kecelakaan tersebut terus dilakukan Unit Laka Lantas Polres Tulungagung . Mereka tak hanya olah TKP , juga mengumpulkan alat dan barang bukti dengan menggali keterangan beberapa saksi di lokasi . `` Ya ini masih kami dalami , '' ujarnyaSementara itu , Kasatlantas Polres Tulungagung , AKP Aristianto Budi S. mengimbau kepada orang tua untuk lebih mengawasi pergaulan anak-anaknya . Selain itu , meminta untuk tidak memberikan fasilitas motor jika belum memiliki SIM . Jangan diizinkan naik motor jika belum cukup umur , tegasnya . Di sisi lain , video amatir kecelakaan tunggal tersebut viral di medsos . Seorang yang merekam mencoba menanyai kronologi kecelakaan sembari menenangkan korban yang selamat . Salah satu penumpang yang selamat , mengaku berasal dari Serut , Boyolangu . Dia mengaku kronologi kejadian saat itu melajukan kendaraannya kemudian menabrak tepi jembatan ( * )",,,,,,,,,,2020-08-10,Monday,August,siang,,0,0,1,0,0,0,1,1
952,https://radarsurabaya.jawapos.com/read/2020/08/10/208404/sopir-ngelantur-tabrak-pembatas-jalan-nissan-livina-terjungkir-balik,"Sopir Ngelantur, Tabrak Pembatas Jalan, Nissan Livina Terjungkir Balik","SURABAYA-Sebuah mobil Nissan Livina Nopol L 1083 HI yang dikemudikan Stevanus Halim terbalik di KM 600-B , Tol Banyuurip , Sabtu ( 8/8 ) sekitar pukul 20.42 . Pengemudi asal Jalan Lebak Arum , Tambaksari , Surabaya , itu selamat . Namun , mobil mengalami kerusakan . Informasinya , insiden kecelakaan tunggal itu bermula saat mobil melaju dari arah selatan ke utara ( Banyu Urip arah Perak ) dengan kecepatan sekitar 100 kilometer per jam . Rupanya , pengemudi diduga hilang konsentrasi . Selain itu , faktor jalan juga menikung . Playvolume00:00/00:50Wapres Ma'ruf Amin : Vaksinasi Sejalan Dengan Ajaran IslamTruvid '' Sehingga ( sopir ) membanting setir ke kanan menabrak pembatas tengah ( gadril ) lalu terbalik , '' ungkap Kasat PJR Polda Jatim , Kompol Dwi Sumrahadi . Setelah terbalik , pengemudi keluar dibantu warga dan petugas . Mobilnya dievakuasi dengan bantuan derek pihak Jasa Marga . `` Dugaannya , pengemudi hilang konsentrasi . Tidak ada korban jiwa , '' katanya .",km 600-b tol banyuurip,,,,,,,,,2020-08-08,Saturday,August,malam,,0,1,0,0,0,0,0,0
2688,https://radarmadiun.jawapos.com/pemotor-tewas-usai-hindari-lubang-radar-madiun,Pemotor Tewas usai Hindari Lubang ÃÂÃÂ¢ÃÂÃÂÃÂÃÂ Radar Madiun,"NGAWI , Jawa Pos Radar Ngawi Angka pemotor tewas akibat berkendara tanpa helm terus bertambah . Terbaru , Riyan Fansori , 25 , meregang nyawa usai motornya terlibat kecelakaan di Jalan Raya Ngawi-Mantingan Km 29 masuk Desa Gendingan , Widodaren , Minggu ( 9/8 ) . Insiden itu terjadi sekitar pukul 00.45 . Bermula saat Riyan , warga Dusun Banjarjo , Desa Gendingan , melaju dengan Honda Scoopy nopol AE 4688 MQ dari arah selatan . Dari keterangan saksi , kendaraan korban berjalan dalam kecepatan tinggi , kata Kanit Laka Lantas Polres Ngawi Ipda Sulanjar Tri Setiawan . Sesampainya di tempat kejadian perkara ( TKP ) , Riyan tidak menyadari adanya lubang di jalan . Bermaksud menghindar , motor yang dikendarai justru oleng hingga korban terpental . Nahas , bagian kepalanya membentur aspal dan mengalami pendarahan . Kerasnya benturan mengakibatkan Riyan tewas seketika di lokasi . Saat petugas datang , korban sudah dievakuasi warga , kemudian dibawa ke RSUD , paparnya . Kejadian tersebut membuat kian panjang daftar pemotor yang tewas akibat berkendara tanpa helm . Insiden serupa terjadi dua pekan lalu yang melibatkan dua sepeda motor dan menelan dua korban jiwa . Seorang pengendara yang terlibat tabrakan itu diketahui tidak mengenakan alat pelindung kepala .",jalan raya ngawi-mantingan km 29 desa gendingan widodaren,,,,,,,,,2020-08-09,Sunday,August,pagi,[25],0,0,1,0,0,0,1,0
3568,https://radarbromo.jawapos.com/headlines/10/08/2020/duda-tewas-tertabrak-truk-diduga-melompat-dan-tabrakkan-diri,"Duda Tewas Tertabrak Truk, Diduga Melompat dan Tabrakkan Diri","KRAKSAAN , Radar Bromo Ketenangan warga Desa Alassumur Kulon , Kecamatan Kraksaan , mendadak berubah Senin ( 10/8 ) siang . Ini menyusul ada insiden kecelakaan di jalan kabupaten . Korbannya adalah Agus Wahid , 68 , warga Desa Glagah , Kecamatan Pakuniran , Kabupaten Probolinggo , yang merupakan seorang duda . Agus Wahid tertabrak truk hingga akhirnya meregang nyawa . Yang bikin heboh , insiden tersebut ditengarai aksi bunuh diri , karena sempat ada yang melihat korban melompat ke arah truk . Tabrakan itu membuat korban mengalami luka-luka di sekujur tubuh . Informasi yang dihimpun Jawa Pos Radar Bromo , kejadian itu terjadi sekitar pukul 11.30 . Lokasinya di jalan raya masuk Desa Alassumur Kulon , Kecamatan Kraksaan . Salah seorang warga di lokasi Wiwik Tribanon , 58 , mengatakan , saat insiden terjadi dirinya mengendarai motor tepat di belakang truk bernopol N 8608 UW yang dikemudikan Zainul Hasan , 44 , warga Desa Sumur Dalam , Kecamatan Besuk . Saat di lokasi ada orang teriak-teriak . Katanya ada lelaki melompat saat truk itu lewat , katanya . Wiwik yang tak lain adalah keponakan sepupu korban menjelaskan , korban diduga memang bunuh diri . Sebab , setelah sepeninggal istrinya beberapa tahun silam , korban sering diam seperti termenung . Namun tidak sampai depresi . Tetapi dia tidak depresi . Karena saya ajak ngobrol , masih enak kok , ungkapnya . Ia tidak menyangka jika korban nekat mengakhiri hidupnya dengan cara demikian . Sebelum kejadian , katanya , ia berkunjung ke rumah saudaranya yang ada tidak jauh dari lokasi . Sebelumnya berdiri di pinggir jalan . Setelah ada truk dari barat ke timur , dia ( Agus Wahid , Red ) langsung melompat , ungkapnya . Sehari sebelum bunuh diri , Wahid sempat mendatangi kuburan istrinya . Wiwik mengetahui itu setelah anaknya bercerita bahwa korban mendatangi kuburan istrinya . Saat berkunjung ke makam istrinya itu , terlihat korban seperti hendak bunuh diri . Seperti apanya saya tidak tahu , karena saya tidak punya pikiran seperti itu , tuturnya . Agus Wahid yang saat kejadian mengenakan sarung dan baju lengan pendek itupun langsung tersungkur ke aspal . Korban mengalami luka luka di sekujur tubuh dan patah tulang pada kaki dan tangannya . Insiden tersebut langsung memantik personel Unit Laka Satlantas Polres Probolinggo bersama Polsek Kraksaan . Setelah petugas tiba , jenazah korban langsung dilarikan ke RSUD Waluyo Jati Kraksaan . Sedangkan petugas lainnya , langsung melakukan olah TKP . Kanitlaka Polres Probolinggo Iptu Nyoman Harayasa menjelaskan , kronologi kejadian itu bermula truk yang dikemudikan Hasan , melaju dari arah barat ke timur . Sesampainya di lokasi kejadian , korban menyeberang jalan . Itu dilakukan korban secara mendadak dari utara ke selatan . Karena itu kemudian korban tertabrak oleh truk itu , katanya . Pihaknya sendiri belum bisa menyimpulkan kejadian itu apakah murni bunuh diri atau tidak . Pihaknya , masih berusaha melakukan penyelidikan . Yaiti dengan cara memintai keterangan saksi dan mengumpulkan bukti bukti . Kami belum bisa menyimpulkan . Kami masih fokus mengumpulkan bukti dan keterangan saksi . Penyebab pastinya nanti setelah gelar perkara baru diketahui , ungkapnya . Truk milik Hasan langsung dibawa ke unit laka . Itu dilakukan demi penyelidikan . Radar Bromo sempat berupaya mencari keberadaan Hasan . Namun sopir truk tersebut , tidak ditemui di lokasi . Menurut beberapa warga , sopir truk mengamankan diri lantaran khawatir menjadi sasaran emosi warga karena khawatir dituding melakukan tabrak lari .",jalan kabupaten,,,,,,,,,2020-08-10,Monday,August,siang,"[68, 58, 44]",1,0,1,0,0,0,1,0
3569,https://radarbromo.jawapos.com/pandaan/09/08/2020/dua-pemotor-ini-luka-luka-usai-ditabrak-terios-di-gempol,Dua Pemotor Ini Luka-luka usai Ditabrak Terios di Gempol,"GEMPOL , Radar Bromo Insiden kecelakaan lalulintas terjadi di ruas jalan nasional jurusan Surabaya Malang , Desa Kepulungan , Minggu ( 9/8 ) pagi . Kecelakaan melibatkan motor Honda Vario nopol W 6863 WF kontra mobil Daihatsu Terios nopol L 1754 JT . Informasi berhasil dihimpun radarbromo.jawapos.com , kecelakaan terjadi pukul 07.30 . Pagi itu motor Vario berjalan dari arah selatan ke utara . Motor ini dikendarai Ahmad Afuwan , 20 , warga Kecamatan Keling , Kabupaten Jepara . Dia membonceng M. Asharu Rizki , 20 , asal Kecamatan Waru , Kabupaten Sidoarjo . Sesampainya di TKP , motor berbelok ke kanan . Seketika itu langsung tertabrak mobil Daihatsu Terios berjalan dari arah berlawanan . Mobil Terios ini dikemudikan Bimas Irvan , 26 , asal Babatan , Surabaya . Seketika itu juga pengendara dan penumpang motor terpental , jatuh ke badan jalan . TURUT DIAMANKAN : Mobil Terios yang ikut terlibat kecelakaan . Nyelonong begitu saja . Sehingga tertabrak mobil dari samping , melaju dari arah berlawanan , terang Kanitlantas Polsek Gempol , Ipda Johanes . Sesaat setelah kejadian , pengendara dan penumpang motor oleh warga sekitar dievakuasi ke IGD Puskesmas Pandaan . Kebetulan lokasinya hanya berjarak sekitar dua kilometer dari TKP . Untuk pengendara motornya luka keluar darah pada telinga kanan dan kirinya . Juga lecet di punggung tangan kiri . Lalu penumpangnya yang dibonceng , lecet pada telapak kaki kanan , dan patah tulang di kaki kiri . Kedua korbannya selamat , namun sama-sama luka berat . Dalam kejadian laka lantas ini , pemnotornya di posisi yang tidak menguntungkan , katanya .",,,,,,,,,,2020-08-09,Sunday,August,pagi,"[20, 20, 26]",0,1,1,0,0,0,0,2
3844,https://radargresik.jawapos.com/pojok-perkoro/07/08/2020/diseruduk-truk-dua-mobil-ringsek,"Diseruduk Truk, Dua Mobil Ringsek","GRESIK Truk tronton Nopol B 9851 TYY dari Jakarta tujuan Surabaya seruduk dua mobil hingga ringsek di Jalan Raya Panceng . Diduga , penyebabnya karena rem blong . Untungnya , tidak ada korban jiwa dalam kejadian ini . Peristiwa tersebut bermula saat truk tronton yang dikemudikan Asep berjalan dari arah barat menuju timur . Sesampainya di lokasi , jalanan ramai merambat . Melihat kondisi ini Asep berusaha mengurangi kecepatan truknya . Nahas , lantaran kopel gardannya lepas rem truk tidak berfungsi . Akibatnya , truk langsung menyeruduk Toyota Agya warna merah nopol S 1637 K yang dikemudikan Habib warga campurrejo Panceng . Habib yang kaget tidak bisa mengendalikan kendaraannya hingga terdorong ke depan dan menabrak mobil Honda Mobilio warna hijau nopol W 1064 TK yang dikemudikan oleh Defo , 32 , warga Sedayu . Tadi kondisi lalu lintas cenderung merambat , tiba tiba dari belakang mobil saya diserudug truk , lantas mobil saya menubruk mobil di depannya . Waktu itu saya khawatir dengan istri dan anak saya saja , ungkap pengemudi Toyota Agya Habib . Sementara itu , pengemudi Honda Mobilio , Defo juga tidak menyangka ketika mobilnya terdorong dan menabrak truk yang ada di depannya . Saya juga kaget dari belakang diserudug dan mobil saya menubruk truk di depan saya . Trus yang saya tabrak sempat berhenti di depan tapi kemudian truk besar itu melanjutkan perjalanan kata Defo . Kedua mobil yang ada didepan truk tersebut kondisinya rusak parah , namun tidak ada korban jiwa dalam peristiwa kecelakaan tersebut . Kasus kecelakaan ini hanya kerugian materiil saja , semua pihak sudah berdamai di selesaikan dengan kekeluargaan , ujar Kapolsek Panceng AKP Jannah .",jalan raya panceng,,,,,,,,,,,,,[32],1,1,0,0,0,0,0,0
1999,https://radarsurabaya.jawapos.com/read/2020/08/07/207913/hindari-kucing-menyeberang-mobil-pikap-nyebur-ke-sungai,"Hindari Kucing Menyeberang, Mobil Pikap Nyebur ke Sungai","SURABAYA-Gegara menghindari seekor kucing , mobil pikap Nopol L 8910 VC yang dikemudikan Herry Soesanto , 32 , terjebur sungai di Jalan Menganti , Wiyung , Surabaya , Kamis ( 6/8 ) . Pengemudi yang tinggal di Jalan Platuk Baru III , Sidotopo Wetan , Kenjeran , Surabaya , selamat . Kapolsek Wiyung Kompol M Rasyad mengatakan , semula mobil melaju dari arah barat ke timur . Sesampainya di depan konter Apollo Babatan pengemudi dikejutkan dengan kemunculan seekor kucing berjalan di tengah jalan . `` Pengemudi terkejut menghindari kucing lalu banting setir ke kanan ( mobil ) menabrak rambu lalu masuk sungai , '' ungkapnya didampingi Kanit Lantas Ipda Ishaq kepada Radar Surabaya , Kamis ( 6/8 ) . Rasyad menuturkan , tidak ada korban jiwa dalam insiden tersebut . Selepas kejadian mobil tanpa muatan itu dilakukan upaya evakuasi dibantu oleh Tim Damkar Pos Wiyung .",jalan menganti wiyung surabaya,"Jalan Raya Menganti, RW 05, Wiyung, Surabaya, Jawa Timur, 60186, Indonesia","(-7.313174, 112.6911965)",-7.313174,112.6911965,Jalan Raya Menganti RW 05,Wiyung,Surabaya,Jawa Timur,2020-08-06,Thursday,August,,[32],0,1,0,0,0,0,0,0
262,https://news.detik.com/berita-jawa-timur/d-5123186/truk-tangki-muat-air-terjun-ke-sungai-magetan-sedalam-10-meter-sopir-tewas,"Truk Tangki Muat Air Terjun ke Sungai Magetan Sedalam 10 Meter, Sopir Tewas","Magetan - Truk tangki muat air terjun ke sungai sedalam 10 meter di Desa Sumberdodol , Kecamatan Sidokerto , Magetan . Akibatnya , sopir truk tewas di lokasi . Peristiwa kecelakaan tunggal ini dialami truk nopol N 8294 TH . `` Kejadian dini hari tadi sekitar pukul 00.30 WIB , rem blong mengakibatkan truk tangki bermuatan air terjun ke sungai , '' ujar Kasat Lantas Polres Magetan AKP Nugroho saat dihubungi detikcom , Kamis ( 6/8/2020 ) . Pengemudi yang tewas , kata dia , yakni Arisda ( 27 ) warga Desa Bukur , Kecamatan Jiwan , Madiun . Korban luka di kaki dan tangan patah dan pendarahan di kepala . Truk yang dikemudikan korban ini mengalami kecelakaan setelah mengambil air di daerah Kendal Ngawi untuk dibawa Madiun . `` Korban warga Madiun . Semula usai mengisi air di tangki untuk dikirim ke Madiun untuk usaha isi ulang air minum , '' paparnya . Tiba di jalan desa jurusan Desa Sumberdodol ke Sidokerto , kondisi jalan menurun tiba-tiba menabrak tugu pembatas jalan dan langsung terjun ke sungai . `` Jadi kendaraan truk tangki bermuatan air isi ulang rem blong dan pengemudi tidak bisa mengendalikan kendaraannya . Akhirnya truk menabrak patok yang ada di pinggir jalan . Kemudian jatuh ke sungai dan terjadilah kecelakaan lalu lintas , '' tandasnya . Sementara evakuasi kendaraan hingga kini belum selesai karena kedalaman lokasi sungai sekitar 10 meter .",desa sumberdodol kecamatan sidokerto magetan,,,,,,,,,2020-08-06,Thursday,August,pagi,[27],1,0,0,0,0,0,0,0
955,https://radarjember.jawapos.com/headline/06/08/2020/diduga-mabuk-innova-tabrak-konvoi-mobil-polisi,"Diduga Mabuk, Innova Tabrak Konvoi Mobil Polisi","SUKORAMBI.RADARJEMBER.ID Kecelakaan lalu lintas beruntun terjadi di Jalan Brawijaya , Desa Jubung , Kecamatan Sukorambi , Jember , Kamis ( 6/8 ) dini hari . Sebuah mobil Toyota Innova bernopol P 1821 GI menabrak iring-iringan truk Sabhara Polres Jember . Tidak ada korban jiwa dalam peristiwa tersebut , hanya saja beberapa anggota Polres Jember mengalami luka-luka , termasuk pengendara Toyota Innova . Berdasarkan keterangan yang diterima RADARJEMBER.ID , mobil berwarna abu-abu yang belum diketahui identitas pengendaranya itu datang dari arah timur dengan kecepatan tinggi , namun tampak oleng . Mobil tersebut langsung menghantam bagian kanan belakang truk dalmas Sabhara , yang tengah melaju beriringan dengan mobil dinas Sabhara Polres Jember . Kerasnya tabrakan membuat truk terguling ke kanan . Sementara di belakang truk terdapat mobil Toyota Avanza yang dikendarai Kabag Op Polres Jember Kompol Agus Suparianto bersama Kasat Intel Polres Jember yang juga ikut tertabrak . Tak hanya itu , mobil Innova tersebut juga turut menyeruduk mobil Alap Alap Sat Sabhara hingga rusak berat . Rentetan tabrakan Innova itu baru berhenti setelah menabrak ambulans bernopol P 8821 RU milik RSD dr Soebandi Jember . Diketahui , rombongan kendaraan Polres Jember beserta ambulans ini baru saja pulang dari prosesi pemakaman di Desa Karangbayat , Kecamatan Sumberbaru . Kasatlantas Polres Jember AKP Mohamad Ardi Wibowo didampingi Kabag Op Polres Jember membenarkan terjadinya kecelakaan beruntun tersebut . Beruntung tidak ada korban jiwa yang muncul . Ada lima iring-iringan kendaraan dari arah barat serelah pulang dari pemakanan jenazah di Sumberbaru , paparnya . Kuat dugaan mobil Innova tersebut dikemudikan oleh sopir dalam keadaan mabuk . Pihaknya masih belum memintai keterangan pengendara Innova karena masih berads di rumah sakit .",jalan brawijaya desa jubung kecamatan sukorambi jember,,,,,,,,,2020-08-06,Thursday,August,pagi,,1,1,0,0,0,0,0,0
